ccaa,fecha,casos,ia,uci,muertes,nuevos,incrpercent,hospitalizados,hospitalizadosnuevos,ucinuevos,muertesnuevos,curados,curadosnuevos,postestrap,posasintomaticos,postotal,pcr,testrap
Andalucía,2020-03-02,12,,,,,,,,,,,,,,,,
Andalucía,2020-03-03,13,0.15,,,1,,,,,,,,,,,,
Andalucía,2020-03-04,13,0.15,1,,0,,,,,,,,,,,,
Andalucía,2020-03-05,12,0.14,1,0,-1,,,,0,,,,,,,,
Andalucía,2020-03-06,21,0.25,1,0,9,,,,0,0,,,,,,,
Andalucía,2020-03-07,32,0,,,17,,,,,,,,,,,,
Andalucía,2020-03-08,43,1,,,25,,,,,,,,,,,,
Andalucía,2020-03-09,54,0.64,1,0,33,,,,0,0,,,,,,,
Andalucía,2020-03-10,71,0.84,1,0,17,,,,0,0,,,,,,,
Andalucía,2020-03-11,90,1.07,3,0,19,,,,2,0,,,,,,,
Andalucía,2020-03-12,115,1.35,4,0,25,,,,1,0,,,,,,,
Andalucía,2020-03-13,219,2.53,8,0,104,,,,4,0,,,,,,,
Andalucía,2020-03-14,269,3.83,9,2,50,,,,,2,,,,,,,
Andalucía,2020-03-15,437,5.14,10,6,168,,,,,4,,,,,,,
Andalucía,2020-03-16,554,6.44,11,7,117,,,,,1,,,,,,,
Andalucía,2020-03-17,683,7.97,13,11,129,,,,2,4,,,,,,,
Andalucía,2020-03-18,859,10.07,21,19,176,,,,8,8,,,,,,,
Andalucía,2020-03-19,1008,11.84,25,23,149,,,,4,4,,,,,,,
Andalucía,2020-03-20,1287,15.05,38,30,279,,,,13,7,,,,,,,
Andalucía,2020-03-21,1515,17.68,53,40,228,,605,,15,10,,,,,,,
Andalucía,2020-03-22,1725,20.1,55,47,210,,724,119,2,7,,,,,,,
Andalucía,2020-03-23,1961,22.66,77,58,236,,865,141,22,11,50,,,,,,
Andalucía,2020-03-24,2471,28.52,102,87,510,,1132,267,25,29,66,16,,,,,
Andalucía,2020-03-25,3010,34.57,116,113,539,,1433,301,14,26,71,5,,,,,
Andalucía,2020-03-26,3406,38.96,134,134,396,,1626,193,18,21,77,6,,,,,
Andalucía,2020-03-27,3793,42.48,148,144,387,,1843,217,14,10,92,15,,,,,
Andalucía,2020-03-28,4277,47.63,172,175,484,,2106,263,24,31,139,47,,,,,
Andalucía,2020-03-29,4682,50.45,201,207,405,,2294,188,29,32,148,9,,,,,
Andalucía,2020-03-30,5405,57.65,216,236,723,,2671,377,15,29,155,7,,,,,
Andalucía,2020-03-31,5818,61.03,235,248,413,,2867,196,19,12,160,5,,,,,
Andalucía,2020-04-01,6392,65.76,260,308,574,,3147,280,25,60,182,22,,,,,
Andalucía,2020-04-02,6972,70.88,280,343,580,,3444,297,20,35,228,46,,,,,
Andalucía,2020-04-03,7374,72.34,338,376,402,,3673,229,58,33,258,30,,,,,
Andalucía,2020-04-04,7869,75.51,364,426,495,,3896,223,26,50,463,205,,,,,
Andalucía,2020-04-05,8301,78.15,474,470,432,,4107,211,110,44,665,202,,,,,
Andalucía,2020-04-06,8581,78.68,489,491,280,,4227,120,15,21,798,133,,,,,
Andalucía,2020-04-07,8767,74.83,499,528,186,,4335,108,10,37,900,102,,,,,
Andalucía,2020-04-08,8997,71.15,520,605,230,,4463,128,21,77,1041,141,,,,,
Andalucía,2020-04-09,9261,69.58,538,652,264,,4599,136,18,47,1193,152,,,,,
Andalucía,2020-04-10,9510,67.94,582,691,249,,4715,116,44,39,1437,244,,,,,
Andalucía,2020-04-11,9712,64.59,602,737,202,,4808,93,20,46,1630,193,,,,,
Andalucía,2020-04-12,10006,63.27,619,799,294,,4950,142,17,62,1838,208,,,,,
Andalucía,2020-04-13,10187,56.83,621,815,181,,4993,43,2,16,1967,129,,,,,
Andalucía,2020-04-14,10192,51.98,631,836,5,,5054,61,10,21,2032,65,,,,,
Andalucía,2020-04-15,10595,49.95,665,865,403,,5147,93,34,29,2224,192,,,,,
Andalucía,2020-04-16,10807,45.58,671,912,212,,5226,79,6,47,2634,410,,,,10592,215
Andalucía,2020-04-17,11053,43.72,675,940,246,,5298,72,4,28,2790,156,,,,10672,381
Andalucía,2020-04-18,11020,43.72,677,967,-33,,5341,43,2,27,2948,158,184,,11204,10772,248
Andalucía,2020-04-19,11205,34.51,687,993,185,,5424,83,10,26,3116,168,220,,11425,10936,269
Andalucía,2020-04-20,11323,32.59,690,1013,118,,5473,49,3,20,3229,113,232,,11555,11030,293
Andalucía,2020-04-21,11447,31.85,692,1017,124,,5509,36,2,4,3411,182,242,,11689,11139,308
Andalucía,2020-04-22,11610,31.05,696,1050,163,,5565,56,4,33,3569,158,311,,11921,11270,340
Andalucía,2020-04-23,11845,30.71,702,1079,235,,5616,51,6,29,3847,278,392,,12237,11403,442
Andalucía,2020-04-24,11536,24.08,714,1107,-309,,5675,59,12,28,3992,145,959,,12495,,
Andalucía,2020-04-25,11703,23.66,717,1131,167,1.4,5715,40,3,24,4295,303,1121,504,,,
Andalucía,2020-04-26,11774,21.01,716,1145,71,0.6,5748,33,-1,14,4741,446,,,,,
Andalucía,2020-04-27,11852,20.88,720,1.157,78,0.7,5768,20,4,-1143,4.89,-4736,,,,,
Andalucía,2020-04-28,11913,20.32,721,1168,61,0.5,5793,25,1,1166,5039,5034,,,,,
Andalucía,2020-04-29,12004,18.75,722,1188,91,0.8,5832,39,1,20,5272,233,,,,,
Aragón,2020-03-02,0,,,,,,,,,,,,,,,,
Aragón,2020-03-03,0,0,,,0,,,,,,,,,,,,
Aragón,2020-03-04,0,0,,,0,,,,,,,,,,,,
Aragón,2020-03-05,1,0.08,1,0,1,,,,,,,,,,,,
Aragón,2020-03-06,6,0.45,1,1,5,,,,0,1,,,,,,,
Aragón,2020-03-07,8,1,,,5.67,,,,,,,,,,,,
Aragón,2020-03-08,11,1,,,6.33,,,,,,,,,,,,
Aragón,2020-03-09,13,0.99,1,1,7,,,,0,0,,,,,,,
Aragón,2020-03-10,38,2.88,3,3,25,,,,2,2,,,,,,,
Aragón,2020-03-11,45,3.41,3,4,7,,,,0,1,,,,,,,
Aragón,2020-03-12,64,4.85,3,6,19,,,,0,2,,,,,,,
Aragón,2020-03-13,80,6.06,3,7,16,,,,0,1,,,,,,,
Aragón,2020-03-14,80,8.44,4,7,0,,,,,0,,,,,,,
Aragón,2020-03-15,147,10.81,6,7,67,,,,,0,,,,,,,
Aragón,2020-03-16,174,13.19,7,11,27,,,,,4,,,,,,,
Aragón,2020-03-17,207,15.69,9,12,33,,,,2,1,,,,,,,
Aragón,2020-03-18,226,17.13,9,13,19,,,,0,1,,,,,,,
Aragón,2020-03-19,281,21.22,14,15,55,,,,5,2,,,,,,,
Aragón,2020-03-20,360,26.83,28,17,79,,,,14,2,,,,,,,
Aragón,2020-03-21,424,31.3,33,22,64,,192,,5,5,,,,,,,
Aragón,2020-03-22,532,39.49,45,24,108,,241,49,12,2,,,,,,,
Aragón,2020-03-23,638,47.37,52,32,106,,298,57,7,8,3,,,,,,
Aragón,2020-03-24,758,54.57,66,37,120,,384,86,14,5,3,0,,,,,
Aragón,2020-03-25,907,65.09,75,40,149,,459,75,9,3,4,1,,,,,
Aragón,2020-03-26,1116,79.43,93,48,209,,562,103,18,8,4,0,,,,,
Aragón,2020-03-27,1338,95.35,114,58,222,,693,131,21,10,8,4,,,,,
Aragón,2020-03-28,1592,111.5,124,58,254,,835,142,10,0,8,0,,,,,
Aragón,2020-03-29,1858,129.69,124,93,266,,835,0,0,35,8,0,,,,,
Aragón,2020-03-30,2078,144.32,156,106,220,,1094,259,32,13,174,166,,,,,
Aragón,2020-03-31,2272,156.52,165,138,194,,1176,82,9,32,204,30,,,,,
Aragón,2020-04-01,2491,171.68,168,169,219,,1234,58,3,31,257,53,,,,,
Aragón,2020-04-02,2700,183.36,178,200,209,,1320,86,10,31,320,63,,,,,
Aragón,2020-04-03,2889,191.69,180,224,189,,1431,111,2,24,378,58,,,,,
Aragón,2020-04-04,3078,201.17,190,251,189,,1505,74,10,27,440,62,,,,,
Aragón,2020-04-05,3232,204.66,233,270,154,,1588,83,43,19,537,97,,,,,
Aragón,2020-04-06,3347,205.34,237,284,115,,1637,49,4,14,565,28,,,,,
Aragón,2020-04-07,3449,203.97,247,312,102,,1663,26,10,28,578,13,,,,,
Aragón,2020-04-08,3549,200.26,255,349,100,,1716,53,8,37,659,81,,,,,
Aragón,2020-04-09,3685,194.73,261,385,136,,1765,49,6,36,718,59,,,,,
Aragón,2020-04-10,3831,188.97,263,409,146,,1822,57,2,24,797,79,,,,,
Aragón,2020-04-11,3969,180.17,266,425,138,,1860,38,3,16,888,91,,,,,
Aragón,2020-04-12,4070,167.67,272,450,101,,1901,41,6,25,934,46,,,,,
Aragón,2020-04-13,4187,159.86,274,464,117,,1938,37,2,14,946,12,,,,,
Aragón,2020-04-14,4245,149.55,280,492,58,,1966,28,6,28,963,17,,,,,
Aragón,2020-04-15,4338,140,282,514,93,,2006,40,2,22,1012,49,,,,,
Aragón,2020-04-16,4566,141.44,291,543,228,,2108,102,9,29,1087,75,,,,4411,155
Aragón,2020-04-17,4664,134.54,240,562,98,,2151,43,-51,19,1132,45,,,,4489,175
Aragón,2020-04-18,4761,134.54,243,601,97,,2180,29,3,39,1121,-11,,,4761,4551,210
Aragón,2020-04-19,4831,121.2,246,619,70,,2216,36,3,18,1175,54,,,4831,4608,223
Aragón,2020-04-20,4886,116.65,248,637,55,,2244,28,2,18,1178,3,,,4886,4654,232
Aragón,2020-04-21,4938,112.86,250,643,52,,2271,27,2,6,1182,4,,,4938,4684,254
Aragón,2020-04-22,5054,114.08,252,656,116,,2304,33,2,13,1530,348,,,5054,4761,293
Aragón,2020-04-23,5237,117.64,253,681,183,,2340,36,1,25,1680,150,0,,5237,4833,404
Aragón,2020-04-24,4867,78.53,254,695,-370,,2359,19,1,14,1781,101,428,,5295,,
Aragón,2020-04-25,4922,72.24,255,709,55,1.1,2372,13,1,14,1929,148,460,0,,,
Aragón,2020-04-26,4955,67.08,257,712,33,0.7,2395,23,2,3,1960,31,,,,,
Aragón,2020-04-27,4985,60.49,257,726,30,0.6,2.403,-2392,0,14,2.01,-1957,,,,,
Aragón,2020-04-28,5004,57.53,258,735,19,0.4,2425,2422,1,9,2081,2078,,,,,
Aragón,2020-04-29,5042,53.36,258,736,38,0.8,2454,29,0,1,2189,108,,,,,
Asturias,2020-03-02,1,,,,,,,,,,,,,,,,
Asturias,2020-03-03,1,0.1,,,0,,,,,,,,,,,,
Asturias,2020-03-04,2,0.2,1,,1,,,,,,,,,,,,
Asturias,2020-03-05,5,0.49,2,0,3,,,,1,,,,,,,,
Asturias,2020-03-06,5,0.49,2,0,0,,,,0,0,,,,,,,
Asturias,2020-03-07,6,1,,,0.67,,,,,,,,,,,,
Asturias,2020-03-08,6,1,,,1.33,,,,,,,,,,,,
Asturias,2020-03-09,7,0.68,2,0,2,,,,0,0,,,,,,,
Asturias,2020-03-10,22,2.15,2,0,15,,,,0,0,,,,,,,
Asturias,2020-03-11,32,3.13,2,0,10,,,,0,0,,,,,,,
Asturias,2020-03-12,47,4.6,2,1,15,,,,0,1,,,,,,,
Asturias,2020-03-13,67,6.55,2,1,20,,,,0,0,,,,,,,
Asturias,2020-03-14,92,10.1,2,1,25,,,,,0,,,,,,,
Asturias,2020-03-15,137,13.66,3,1,45,,,,,0,,,,,,,
Asturias,2020-03-16,177,17.21,3,1,40,,,,,0,,,,,,,
Asturias,2020-03-17,193,18.77,5,1,16,,,,2,0,,,,,,,
Asturias,2020-03-18,242,23.46,5,1,49,,,,0,0,,,,,,,
Asturias,2020-03-19,292,28.06,6,1,50,,,,1,0,,,,,,,
Asturias,2020-03-20,344,33.14,7,2,52,,,,1,1,,,,,,,
Asturias,2020-03-21,486,47.03,12,5,142,,133,,5,3,,,,,,,
Asturias,2020-03-22,545,52.6,15,8,59,,171,38,3,3,,,,,,,
Asturias,2020-03-23,594,57.39,22,12,49,,194,23,7,4,21,,,,,,
Asturias,2020-03-24,662,62.57,23,22,68,,224,30,1,10,30,9,,,,,
Asturias,2020-03-25,779,73.24,29,25,117,,263,39,6,3,35,5,,,,,
Asturias,2020-03-26,841,77.84,34,27,62,,300,37,5,2,40,5,,,,,
Asturias,2020-03-27,900,81.44,47,29,59,,339,39,13,2,52,12,,,,,
Asturias,2020-03-28,1004,89.17,50,33,104,,408,69,3,4,65,13,,,,,
Asturias,2020-03-29,1088,92.98,57,41,84,,466,58,7,8,76,11,,,,,
Asturias,2020-03-30,1158,95.91,60,49,70,,479,13,3,8,78,2,,,,,
Asturias,2020-03-31,1236,101.97,65,55,78,,529,50,5,6,90,12,,,,,
Asturias,2020-04-01,1322,105.59,76,63,86,,590,61,11,8,109,19,,,,,
Asturias,2020-04-02,1384,106.77,79,69,62,,640,50,3,6,135,26,,,,,
Asturias,2020-04-03,1433,106.47,86,70,49,,702,62,7,1,154,19,,,,,
Asturias,2020-04-04,1522,101.29,87,76,89,,766,64,1,6,190,36,,,,,
Asturias,2020-04-05,1605,103.64,90,80,83,,808,42,3,4,216,26,,,,,
Asturias,2020-04-06,1646,102.85,90,86,41,,846,38,0,6,222,6,,,,,
Asturias,2020-04-07,1679,99.43,91,96,33,,889,43,1,10,244,22,,,,,
Asturias,2020-04-08,1705,90.54,91,102,26,,958,69,0,6,294,50,,,,,
Asturias,2020-04-09,1737,87.6,94,110,32,,1018,60,3,8,340,46,,,,,
Asturias,2020-04-10,1799,87.9,100,121,62,,1083,65,6,11,372,32,,,,,
Asturias,2020-04-11,1827,80.47,105,128,28,,1147,64,5,7,414,42,,,,,
Asturias,2020-04-12,1892,78.61,106,140,65,,1208,61,1,12,430,16,,,,,
Asturias,2020-04-13,1958,78.22,110,149,66,,1265,57,4,9,434,4,,,,,
Asturias,2020-04-14,2051,79.68,111,156,93,,1330,65,1,7,458,24,,,,,
Asturias,2020-04-15,2096,75.67,114,166,45,,1387,57,3,10,487,29,,,,,
Asturias,2020-04-16,2170,76.85,116,168,74,,1432,45,2,2,522,35,,,,2081,89
Asturias,2020-04-17,2230,77.92,118,174,60,,1474,42,2,6,545,23,,,,2124,54
Asturias,2020-04-18,2272,77.92,119,187,42,,1520,46,1,13,575,30,,,2272,2153,119
Asturias,2020-04-19,2298,67.76,120,196,26,,1571,51,1,9,596,21,,,2298,2172,126
Asturias,2020-04-20,2348,68.64,122,200,50,,1599,28,2,4,599,3,,,2348,2181,167
Asturias,2020-04-21,2365,67.07,122,202,17,,1626,27,0,2,616,17,,,2365,2192,173
Asturias,2020-04-22,2419,69.81,128,211,54,,1665,39,6,9,642,26,,,2419,2218,201
Asturias,2020-04-23,2453,70,130,223,34,,1705,40,2,12,665,23,0,,2453,2229,224
Asturias,2020-04-24,2234,42.53,131,231,-219,,1728,23,1,8,688,23,275,,2509,,
Asturias,2020-04-25,2238,40.18,132,239,4,0.2,1760,32,1,8,716,28,308,-,,,
Asturias,2020-04-26,2249,34.9,134,249,11,0.5,1790,30,2,10,749,33,,,,,
Asturias,2020-04-27,2254,28.94,137,253,5,0.2,1.814,-1788,3,4,759,10,,,,,
Asturias,2020-04-28,2255,28.65,137,261,1,0,1843,1841,0,8,780,21,,,,,
Asturias,2020-04-29,2266,25.32,137,266,11,0.5,1886,43,0,5,809,29,,,,,
Baleares,2020-03-02,2,,,,,,,,,,,,,,,,
Baleares,2020-03-03,2,0.17,,,0,,,,,,,,,,,,
Baleares,2020-03-04,5,0.43,,,3,,,,,,,,,,,,
Baleares,2020-03-05,6,0.52,0,0,1,,,,,,,,,,,,
Baleares,2020-03-06,6,0.52,0,0,0,,,,0,0,,,,,,,
Baleares,2020-03-07,8,1,,,1.67,,,,,,,,,,,,
Baleares,2020-03-08,9,1,,,3.33,,,,,,,,,,,,
Baleares,2020-03-09,11,0.96,0,0,5,,,,0,0,,,,,,,
Baleares,2020-03-10,13,1.13,1,0,2,,,,1,0,,,,,,,
Baleares,2020-03-11,16,1.39,1,0,3,,,,0,0,,,,,,,
Baleares,2020-03-12,22,1.83,2,1,6,,,,1,1,,,,,,,
Baleares,2020-03-13,30,2.52,2,1,8,,,,0,0,,,,,,,
Baleares,2020-03-14,28,3.74,3,1,-2,,,,,0,,,,,,,
Baleares,2020-03-15,28,4.96,3,1,0,,,,,0,,,,,,,
Baleares,2020-03-16,73,6.18,4,1,45,,,,,0,,,,,,,
Baleares,2020-03-17,92,7.83,4,1,19,,,,0,0,,,,,,,
Baleares,2020-03-18,112,9.31,4,1,20,,,,0,0,,,,,,,
Baleares,2020-03-19,169,14.18,7,2,57,,,,3,1,,,,,,,
Baleares,2020-03-20,203,17.14,10,2,34,,,,3,0,,,,,,,
Baleares,2020-03-21,246,20.88,14,4,43,,60,,4,2,,,,,,,
Baleares,2020-03-22,331,28.1,14,4,85,,79,19,0,0,,,,,,,
Baleares,2020-03-23,400,33.84,27,10,69,,87,8,13,6,18,,,,,,
Baleares,2020-03-24,478,40.45,35,10,78,,127,40,8,0,19,1,,,,,
Baleares,2020-03-25,562,45.55,40,13,84,,164,37,5,3,28,9,,,,,
Baleares,2020-03-26,660,53.23,43,17,98,,205,41,3,4,39,11,,,,,
Baleares,2020-03-27,755,63.25,46,22,95,,237,32,3,5,67,28,,,,,
Baleares,2020-03-28,862,72.56,59,26,107,,283,46,13,4,80,13,,,,,
Baleares,2020-03-29,958,79.69,71,29,96,,345,62,12,3,82,2,,,,,
Baleares,2020-03-30,1000,80.65,80,37,42,,353,8,9,8,100,18,,,,,
Baleares,2020-03-31,1069,85,85,42,69,,399,46,5,5,111,11,,,,,
Baleares,2020-04-01,1131,88.65,95,46,62,,468,69,10,4,170,59,,,,,
Baleares,2020-04-02,1204,90.04,105,58,73,,517,49,10,12,239,69,,,,,
Baleares,2020-04-03,1257,91.7,112,69,53,,587,70,7,11,375,136,,,,,
Baleares,2020-04-04,1271,89.17,114,71,14,,634,47,2,2,422,47,,,,,
Baleares,2020-04-05,1293,83.69,120,75,22,,664,30,6,4,461,39,,,,,
Baleares,2020-04-06,1320,80.04,121,81,27,,683,19,1,6,531,70,,,,,
Baleares,2020-04-07,1369,77.51,124,84,49,,705,22,3,3,537,6,,,,,
Baleares,2020-04-08,1412,73.95,129,89,43,,731,26,5,5,616,79,,,,,
Baleares,2020-04-09,1448,68.55,132,89,36,,751,20,3,0,696,80,,,,,
Baleares,2020-04-10,1488,63.77,136,97,40,,777,26,4,8,737,41,,,,,
Baleares,2020-04-11,1507,56.11,137,102,19,,778,1,1,5,757,20,,,,,
Baleares,2020-04-12,1534,50.11,142,112,27,,805,27,5,10,848,91,,,,,
Baleares,2020-04-13,1550,47.85,143,117,16,,811,6,1,5,862,14,,,,,
Baleares,2020-04-14,1571,43.67,145,118,21,,826,15,2,1,871,9,,,,,
Baleares,2020-04-15,1606,41.32,149,125,35,,857,31,4,7,881,10,,,,,
Baleares,2020-04-16,1637,37.67,152,131,31,,872,15,3,6,918,37,,,,,
Baleares,2020-04-17,1668,35.76,152,134,31,,905,33,0,3,938,20,,,,,
Baleares,2020-04-18,1748,35.76,157,148,80,,937,32,5,14,958,20,,,1748,1724,24
Baleares,2020-04-19,1773,41.76,160,155,25,,955,18,3,7,993,35,,,1773,1740,33
Baleares,2020-04-20,1788,40.71,161,157,15,,963,8,1,2,1005,12,,,1788,1749,39
Baleares,2020-04-21,1808,38.19,161,161,20,,986,23,0,4,1005,0,,,1808,1767,41
Baleares,2020-04-22,1836,36.89,166,164,28,,1005,19,5,3,1017,12,,,1836,1788,48
Baleares,2020-04-23,1861,35.93,167,168,25,,1022,17,1,4,1047,30,0,,1861,1807,54
Baleares,2020-04-24,1821,28.97,166,172,-40,,1040,18,-1,4,1081,34,57,,1878,,
Baleares,2020-04-25,1847,29.58,166,174,26,1.4,1058,18,0,2,1102,21,60,0,,,
Baleares,2020-04-26,1854,27.84,166,175,7,0.4,1062,4,0,1,1123,21,,,,,
Baleares,2020-04-27,1859,26.88,166,179,5,0.3,1.062,-1060,0,4,1.136,-1121,,,,,
Baleares,2020-04-28,1870,26.01,166,181,11,0.6,1074,1072,0,2,1166,1164,,,,,
Baleares,2020-04-29,1879,23.75,166,185,9,0.5,1079,5,0,4,1196,30,,,,,
CValenciana,2020-03-02,15,,,,,,,,,,,,,,,,
CValenciana,2020-03-03,15,0.3,,,0,,,,,,,,,,,,
CValenciana,2020-03-04,19,0.38,,,4,,,,,,,,,,,,
CValenciana,2020-03-05,19,0.38,0,1,0,,,,,,,,,,,,
CValenciana,2020-03-06,30,0.6,1,1,11,,,,1,0,,,,,,,
CValenciana,2020-03-07,32,1,,,9.67,,,,,,,,,,,,
CValenciana,2020-03-08,35,1,,,8.33,,,,,,,,,,,,
CValenciana,2020-03-09,37,0.74,1,1,7,,,,0,0,,,,,,,
CValenciana,2020-03-10,50,1,1,1,13,,,,0,0,,,,,,,
CValenciana,2020-03-11,65,1.28,1,1,15,,,,0,0,,,,,,,
CValenciana,2020-03-12,76,1.48,2,1,11,,,,1,0,,,,,,,
CValenciana,2020-03-13,94,1.72,2,1,18,,,,0,0,,,,,,,
CValenciana,2020-03-14,130,3.77,3,4,36,,,,,3,,,,,,,
CValenciana,2020-03-15,409,5.82,3,5,279,,,,,1,,,,,,,
CValenciana,2020-03-16,409,7.87,4,5,0,,,,,0,,,,,,,
CValenciana,2020-03-17,541,10.51,27,13,132,,,,23,8,,,,,,,
CValenciana,2020-03-18,726,14.13,40,22,185,,,,13,9,,,,,,,
CValenciana,2020-03-19,921,18.03,52,24,195,,,,12,2,,,,,,,
CValenciana,2020-03-20,1105,21.48,71,33,184,,,,19,9,,,,,,,
CValenciana,2020-03-21,1363,26.64,84,50,258,,476,,13,17,,,,,,,
CValenciana,2020-03-22,1604,31.32,113,69,241,,590,114,29,19,,,,,,,
CValenciana,2020-03-23,1901,37.25,138,94,297,,702,112,25,25,36,,,,,,
CValenciana,2020-03-24,2167,42.31,161,115,266,,917,215,23,21,37,1,,,,,
CValenciana,2020-03-25,2616,51.03,198,143,449,,1071,154,37,28,44,7,,,,,
CValenciana,2020-03-26,3200,62.5,230,167,584,,1278,207,32,24,57,13,,,,,
CValenciana,2020-03-27,3532,68.71,252,198,332,,1422,144,22,31,73,16,,,,,
CValenciana,2020-03-28,4034,78.02,282,234,502,,1694,272,30,36,92,19,,,,,
CValenciana,2020-03-29,4784,87.43,309,267,750,,1874,180,27,33,161,69,,,,,
CValenciana,2020-03-30,5110,93.95,336,310,326,,2042,168,27,43,185,24,,,,,
CValenciana,2020-03-31,5508,99.27,356,339,398,,2189,147,20,29,200,15,,,,,
CValenciana,2020-04-01,5922,103.84,365,395,414,,2189,0,9,56,240,40,,,,,
CValenciana,2020-04-02,6308,107.66,379,443,386,,2189,0,14,48,432,192,,,,,
CValenciana,2020-04-03,6624,110.3,386,511,316,,2064,-125,7,68,592,160,,,,,
CValenciana,2020-04-04,6901,110.68,386,571,277,,1977,-87,0,60,695,103,,,,,
CValenciana,2020-04-05,7184,111.52,381,613,283,,1901,-76,-5,42,812,117,,,,,
CValenciana,2020-04-06,7334,108.58,384,637,150,,1909,8,3,24,930,118,,,,,
CValenciana,2020-04-07,7443,105.44,384,672,109,,1887,-22,0,35,1103,173,,,,,
CValenciana,2020-04-08,7655,100.7,371,724,212,,1714,-173,-13,52,1344,241,,,,,
CValenciana,2020-04-09,7964,95.21,541,767,309,,3815,2101,170,43,1772,428,,,,,
CValenciana,2020-04-10,8331,95.91,561,796,367,,3987,172,20,29,2085,313,,,,,
CValenciana,2020-04-11,8578,90.81,565,818,247,,4132,145,4,22,2289,204,,,,,
CValenciana,2020-04-12,8841,81.08,567,838,263,,4149,17,2,20,2624,335,,,,,
CValenciana,2020-04-13,9060,78.94,576,876,219,,4269,120,9,38,2803,179,,,,,
CValenciana,2020-04-14,9213,74.04,581,907,153,,4397,128,5,31,3069,266,,,,,
CValenciana,2020-04-15,9424,69.99,588,945,211,,4465,68,7,38,3360,291,,,,,
